matches_filters,acs_lower_rent_quartile_census_tract,acs_lower_rent_quartile_neighborhood_cluster,acs_lower_rent_quartile_ward,acs_median_rent_census_tract,acs_median_rent_neighborhood_cluster,acs_median_rent_ward,acs_upper_rent_quartile_census_tract,acs_upper_rent_quartile_neighborhood_cluster,acs_upper_rent_quartile_ward,added_to_catalog,anc,bldg_count,building_permits_census_tract,building_permits_neighborhood_cluster,building_permits_rate_census_tract,building_permits_rate_neighborhood_cluster,building_permits_rate_ward,building_permits_ward,bus_routes_nearby,cat_at_risk,cat_expiring,cat_failing_insp,cat_lost,cat_more_info,cat_replaced,category_code,census_tract,census_tract_2010,construction_permits_census_tract,construction_permits_neighborhood_cluster,construction_permits_rate_census_tract,construction_permits_rate_neighborhood_cluster,construction_permits_rate_ward,construction_permits_ward,contract_number,crime_count_census_tract,crime_count_neighborhood_cluster,crime_count_ward,crime_rate_census_tract,crime_rate_neighborhood_cluster,crime_rate_ward,fraction_black_census_tract,fraction_black_neighborhood_cluster,fraction_black_ward,fraction_foreign_census_tract,fraction_foreign_neighborhood_cluster,fraction_foreign_ward,fraction_single_mothers_census_tract,fraction_single_mothers_neighborhood_cluster,fraction_single_mothers_ward,geobg2020,geoblk2020,hud_mgr_name,hud_mgr_type,hud_own_effect_dt,hud_own_name,hud_own_type,id,id_census_tract,id_neighborhood_cluster,id_ward,in_dchousing,in_dhcd,in_prescat,income_per_capita_census_tract,income_per_capita_neighborhood_cluster,income_per_capita_ward,labor_participation_census_tract,labor_participation_neighborhood_cluster,labor_participation_ward,latitude,longitude,mar_id,most_recent_reac_score_date,most_recent_reac_score_id,most_recent_reac_score_num,most_recent_topa_date,nearest_metro_station,neighborhood_cluster,neighborhood_cluster_2000,neighborhood_cluster_desc,neighborhood_cluster_desc_2000,nlihc_id,non_violent_crime_count_census_tract,non_violent_crime_count_neighborhood_cluster,non_violent_crime_count_ward,non_violent_crime_rate_census_tract,non_violent_crime_rate_neighborhood_cluster,non_violent_crime_rate_ward,pbca,poverty_rate_census_tract,poverty_rate_neighborhood_cluster,poverty_rate_ward,proj_addre,proj_address_id,proj_ayb,proj_city,proj_eyb,proj_image_url,proj_name,proj_name_addre,proj_owner_type,proj_st,proj_streetview_url,proj_unit_tot_matches,proj_units_assist_max,proj_units_assist_min,proj_units_mar,proj_units_tot,proj_units_tot_mar,psa2012,residential_units_census_tract,residential_units_neighborhood_cluster,residential_units_ward,status,subsidized,subsidy_end_first,subsidy_end_last,subsidy_info_source_property,subsidy_start_first,subsidy_start_last,sum_appraised_value_current_impr,sum_appraised_value_current_land,sum_appraised_value_current_total,topa_count,unique_data_id,update_dtm,violent_crime_count_census_tract,violent_crime_count_neighborhood_cluster,violent_crime_count_ward,violent_crime_rate_census_tract,violent_crime_rate_neighborhood_cluster,violent_crime_rate_ward,ward,ward12,xcoord,ycoord,zip,zip_string,zone_census_tract,zone_neighborhood_cluster,zone_type_census_tract,zone_type_neighborhood_cluster,zone_type_ward,zone_ward,klass,previous_filters
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,,ANC 1A,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 32,DC Tract 32,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 32, block group 3","DC Tract 32, block 3004",,,,,,572c8527-51f4-4d2a-9691-560099d38cdb,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.93071109,-77.01883076,229133,,,,,,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL001101,,,,,,,No,,0.132064913,0.10259106,429 KENYON STREET NW,229133,1918,Washington,1918,http://citizenatlas.dc.gov/mobilevideo/20040919/DJ111554.jpg,Kenyon House Cooperative,Kenyon House Cooperative: 429 KENYON STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93071109,-77.01883076&cbp=11,341.230125897537,,0,2.09",,12,12,12,12,,PSA 409,,,47990,Active,Yes,,,,1/1/1989,1/1/1989,560680,373790,934470,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 1,Ward 1,398367.25,140314.62,20010,ZIP 20010,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,,ANC 1A,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 28.02,DC Tract 28.02,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 28.02, block group 1","DC Tract 28.02, block 1001",,,,,,5a6335c3-7987-42e8-ae8f-25c7efe29fc4,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.9323201,-77.03606846,234416,,,,,,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL001111,,,,,,,No,,0.132064913,0.10259106,3323 16TH STREET NW,234416,1905,Washington,1967,http://citizenatlas.dc.gov/mobilevideo/20040913/DD102251.jpg,Nelrod International Cooperative,Nelrod International Cooperative: 3323 16TH STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9323161,-77.0361026&cbp=11,216.178436844206,,0,2.09",,12,12,12,12,,PSA 302,,,47990,Active,Yes,,,,1/1/2007,1/1/2007,557620,371750,929370,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 1,Ward 1,396872.7,140493.72,20010,ZIP 20010,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,-53977295,-39265450,,-62471241,-30282154,,-62470920,-65615482,,ANC 4C,2,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 20.02,DC Tract 20.02,,,,,,,,,,,,,,,0.492497843,0.508631009,,0.242824931,0.21584706,,0.039000084,0.041682628,"DC Tract 20.02, block group 1","DC Tract 20.02, block 1023",,,,,,3ac45b33-5466-4d67-976e-5f8039704cc1,,25077bc7-5a9e-4061-8bad-16ea42914bb6,2b1767b2-d181-4e55-b3f1-ebe95fe9ffd4,,,,,46312.07238,48544.94044,,0.606630849,0.579558514,38.94688616,-77.02933917,284946,,,,,,Cluster 18,Cluster 18,"Brightwood Park, Crestwood, Petworth",,NL001089,,,,,,,No,,0.095843888,0.099502011,4625 13TH STREET NW; 4627 13TH STREET NW,284946,1966,Washington,1970,http://citizenatlas.dc.gov/mobilevideo/20040728/MS071424.jpg,Duncan Cooperative,Duncan Cooperative: 4625 13TH STREET NW; 4627 13TH STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.94681633,-77.02923636&cbp=11,95.6494137391134,,0,2.09",,25,25,24,24,,PSA 404,,16926,36396,Active,Yes,,,,1/1/2006,1/1/2006,1647700,1098470,2746170,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 4,Ward 4,397456.68,142110.435,20011,ZIP 20011,,Cluster 18,,neighborhood_cluster,ward,Ward 4,stay,TRUE
TRUE,,572,-31899726,,1005,-31899447,,1379,-31899173,,ANC 2F,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 50.04,DC Tract 50.02,,,,,,,,,,,,,,,0.305241521,0.146156952,,0.105146652,0.165834378,,0.026247134,0.011793706,"DC Tract 50.04, block group 2","DC Tract 50.04, block 2008",,,,,,eefabc92-c546-4e62-ae70-a06edb4d5304,,10bd8edf-2eb8-498e-8455-6aa1c7a1c05b,e6ccab8a-f086-47b0-8d92-941d9c5dc6ae,,,,,74992.87058,54049.26637,,0.736421852,0.64542383,38.90740129,-77.02909165,240906,,,,,,Cluster 07,Cluster 7,"Shaw, Logan Circle","Shaw, Logan Circle",NL001108,,,,,,,No,,0.106569689,0.088357169,1223 N STREET NW,240906,,Washington,1967,http://citizenatlas.dc.gov/mobilevideo/20040824/QO091434.jpg,"Mandela Cooperative Mandela Cooperative, INC","Mandela Cooperative Mandela Cooperative, INC: 1223 N STREET NW",Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90752669,-77.0291038&cbp=11,6.87576412521491,,0,2.09",,6,6,6,6,,PSA 307,,,56407,Active,Yes,,,,1/1/1991,1/1/1991,281770,187850,469620,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 2,Ward 2,397476.74,137727.27,20005,ZIP 20005,,Cluster 07,,neighborhood_cluster,ward,Ward 2,stay,TRUE
TRUE,,-53977295,-39265450,,-62471241,-30282154,,-62470920,-65615482,,ANC 4D,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 21.01,DC Tract 21.01,,,,,,,,,,,,,,,0.492497843,0.508631009,,0.242824931,0.21584706,,0.039000084,0.041682628,"DC Tract 21.01, block group 2","DC Tract 21.01, block 2001",,,,,,cad24fa8-2e2c-4e83-badc-9110476d510f,,25077bc7-5a9e-4061-8bad-16ea42914bb6,2b1767b2-d181-4e55-b3f1-ebe95fe9ffd4,,,,,46312.07238,48544.94044,,0.606630849,0.579558514,38.95662989,-77.02253083,300868,,,,,,Cluster 18,Cluster 18,"Brightwood Park, Crestwood, Petworth","Brightwood Park, Crestwood, Petworth",NL001085,,,,,,,No,,0.095843888,0.099502011,5504 7TH STREET NW,300868,,Washington,,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Carolina Coop,Carolina Coop: 5504 7TH STREET NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95662989,-77.02253083&cbp=11,283.864720250151,,0,2.09",,12,12,12,12,,PSA 403,,16926,36396,Active,Yes,,,,1/1/2009,1/1/2009,2531700,1373040,3904740,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 4,Ward 4,398047.14,143191.91,20011,ZIP 20011,,Cluster 18,,neighborhood_cluster,ward,Ward 4,stay,TRUE
TRUE,,-53977295,-39265450,,-62471241,-30282154,,-62470920,-65615482,,ANC 4B,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 21.01,DC Tract 21.01,,,,,,,,,,,,,,,0.492497843,0.508631009,,0.242824931,0.21584706,,0.039000084,0.041682628,"DC Tract 21.01, block group 1","DC Tract 21.01, block 1007",,,,,,961d61a4-8a6f-430c-8a11-c02146f170d6,,25077bc7-5a9e-4061-8bad-16ea42914bb6,2b1767b2-d181-4e55-b3f1-ebe95fe9ffd4,,,,,46312.07238,48544.94044,,0.606630849,0.579558514,38.95833737,-77.02271309,250334,,,,,,Cluster 18,Cluster 18,"Brightwood Park, Crestwood, Petworth","Brightwood Park, Crestwood, Petworth",NL001123,,,,,,,No,,0.095843888,0.099502011,700 MADISON STREET NW,250334,1935,Washington,1970,http://citizenatlas.dc.gov/mobilevideo/20040718/MI113949.jpg,Voices of Madison,Voices of Madison: 700 MADISON STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95833737,-77.02271309&cbp=11,40.9119476868893,,0,2.09",,15,15,15,15,,PSA 403,,16926,36396,Active,Yes,,,,1/1/1991,1/1/1991,894160,596110,1490270,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 4,Ward 4,398031.39,143381.46,20011,ZIP 20011,,Cluster 18,,neighborhood_cluster,ward,Ward 4,stay,TRUE
TRUE,,-24455026,-131283925,,812,-30539980,,1080,-30539700,,ANC 7F,2,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 99.07,DC Tract 99.07,,,,,,,,,,,,,,,0.923005908,0.867653402,,0.044774742,0.04147863,,0.178175775,0.133892974,"DC Tract 99.07, block group 2","DC Tract 99.07, block 2001",,,,,,a0183291-de1a-43f0-a04e-74664dd101b0,,b264f1db-8f06-488f-b92f-9df312f94df9,3db2b486-6b0b-460b-9262-052e73155c53,,,,,23880.74478,26204.90839,,0.449132201,0.466984357,38.88336264,-76.93490412,20985,,,,3/19/2019,,Cluster 33,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",,NL001080,,,,,,,No,,0.294359306,0.23657441,4447 E STREET SE; 4701 BENNING ROAD SE,20985,1963,Washington,1954,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Ben-E Group Cooperative Association Inc,Ben-E Group Cooperative Association Inc: 4447 E STREET SE; 4701 BENNING ROAD SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88349372,-76.9350857&cbp=11,170.725960728143,,0,2.09",,29,29,28,28,,PSA 604,,8921,40634,Active,Yes,,,,1/1/2018,1/1/2018,1219850,656130,1875980,4,prescat_project,27JAN20:10:39:44,,,,,,,Ward 7,Ward 7,405647.985,135060.4,20019,ZIP 20019,,Cluster 33,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,-81984601,-131283925,,992,-30539980,,1317,-30539700,2/18/2018,ANC 7B,1,,,,,,,,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 76.01,DC Tract 76.01,,,,,,,,,,,,,,,0.87334407,0.867653402,,0.044158138,0.04147863,,0.083329004,0.133892974,"DC Tract 76.01, block group 1","DC Tract 76.01, block 1003",,,,,,b310ca22-cfdd-4a11-8966-4b93958538db,,c6f2abd5-de2f-467b-baa8-89f4c6bf4889,3db2b486-6b0b-460b-9262-052e73155c53,,,,,29679.97241,26204.90839,,0.496649177,0.466984357,38.87412589,-76.97274559,48543,,,,,,Cluster 34,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont","Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",NL001041,,,,,,,No,,0.187957816,0.23657441,2323 Pennsylvania Avenue SE,48543,2009,Washington,2009,http://citizenatlas.dc.gov/mobilevideo/20041010/MA105729.jpg,2300 Pennsylvania Avenue,2300 Pennsylvania Avenue: 2323 Pennsylvania Avenue SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87390626,-76.9723587&cbp=11,199.417418529377,,0,2.09",,118,118,118,118,,PSA 607,,8783,40634,Active,Yes,1/29/2040,1/29/2040,,1/1/2010,1/1/2010,15688670,945000,16633670,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 7,Ward 7,402365.01,134033.39,20020,ZIP 20020,,Cluster 34,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,828,-74408664,,1053,1113,,1251,1670,,ANC 1C,8,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 42.01,DC Tract 42.01,,,,,,,,,,,,,,,0.056049582,0.27258699,,0.168867331,0.199959303,,0.001347346,0.03784847,"DC Tract 42.01, block group 1","DC Tract 42.01, block 1000",,,,,,8845ebb7-cd03-4577-ad37-29d91b9f4322,,5102299b-156c-428d-acc7-be629b48dc94,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,85089.39917,57968.60471,,0.780562292,0.701519365,38.91827901,-77.03753482,308080,,,,,,Cluster 06,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",,NL001067,,,,,,,No,,0.07572083,0.10259106,1621 1/2 V STREET NW; 1621 V STREET NW; 1623 1/2 V STREET NW; others,308080,1911,Washington,1991,http://citizenatlas.dc.gov/mobilevideo/20040819/QJ095503.jpg,1621A-1627A V Street Association Inc.,1621A-1627A V Street Association Inc.: 1621 1/2 V STREET NW; 1621 V STREET NW; 1623 1/2 V STREET NW; others,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91827676,-77.0374361&cbp=11,13.3375931686277,,0,2.09",,8,8,8,8,,PSA 301,,,47990,Active,Yes,,,,1/1/1991,1/1/1991,541840,361200,903040,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 1,Ward 1,396744.9188,138935.0538,20009,ZIP 20009,,Cluster 06,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,-257215501,-100564452,,1023,-29124020,,1305,1296,,ANC 8C,1,,,,,,,,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 74.01,DC Tract 74.01,,,,,,,,,,,,,,,0.90270029,0.868880812,,0.034032582,0.03304858,,0.214349476,0.162566757,"DC Tract 74.01, block group 2","DC Tract 74.01, block 2002",,,,,,e9a3a8b6-0983-42d7-8d00-cd319a1d458b,,192c5204-df71-42a5-bcd5-cb0920b37359,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,20863.83676,23441.89576,,0.408614149,0.448563181,38.85761575,-76.99549377,278197,,,,,,Cluster 37,Cluster 37,"Sheridan, Barry Farm, Buena Vista","Sheridan, Barry Farm, Buena Vista",NL001058,,,,,,,No,,0.448337425,0.296864592,2632 Martin Luther King Jr Avenue SE,278197,1905,Washington,1913,http://citizenatlas.dc.gov/mobilevideo/20041010/MA113012.jpg,Matthews Memorial Terrace,Matthews Memorial Terrace: 2632 Martin Luther King Jr Avenue SE,Religious organization,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85795338,-76.99535561&cbp=11,116.33509644964,,0,2.09",,99,99,99,99,,PSA 703,,3874,42106,Active,Yes,1/1/2041,1/1/2041,,1/1/2011,1/1/2011,0,587500,587500,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 8,Ward 8,400391.12,132200.3,20020,ZIP 20020,,Cluster 37,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,906,-17678468,,1109,1100,,1378,1388,,ANC 3C,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 7.04,DC Tract 7.01,,,,,,,,,,,,,,,0.059307053,0.084655222,,0.221407106,0.186579945,,0.011048259,0.013538311,"DC Tract 7.04, block group 1","DC Tract 7.04, block 1000",,,,,,40759453-ca12-4393-9d86-c442d9157ddf,,4190b255-0ceb-43d9-892b-7b23eba55a73,8b0aa87b-818f-404c-b07e-0be4ba091c09,,,,,80705.78752,91637.81715,,0.656354958,0.612628961,38.93255744,-77.07295893,221525,,,,6/29/2018,,Cluster 14,Cluster 14,"Cathedral Heights, McLean Gardens, Glover Park","Cathedral Heights, McLean Gardens, Glover Park",NL001070,,,,,,,No,,0.123121796,0.07362476,3218 WISCONSIN AVENUE NW,221525,1925,Washington,2000,http://citizenatlas.dc.gov/mobilevideo/20040919/OJ071905.jpg,3218 Wisconsin Avenue Cooperative,3218 Wisconsin Avenue Cooperative: 3218 WISCONSIN AVENUE NW,Other individuals,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93255744,-77.07295893&cbp=11,272.069759694049,,0,2.09",,20,20,20,20,,PSA 204,,14305,45398,Active,Yes,,,,,,2226710,960100,3186810,3,prescat_project,27JAN20:10:39:44,,,,,,,Ward 3,Ward 3,393674.15,140521.94,20016,ZIP 20016,,Cluster 14,,neighborhood_cluster,ward,Ward 3,stay,TRUE
TRUE,,-81984601,-131283925,,992,-30539980,,1317,-30539700,2/18/2018,ANC 7B,7,,,,,,,,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 76.04,DC Tract 76.04,,,,,,,,,,,,,,,0.87334407,0.867653402,,0.044158138,0.04147863,,0.083329004,0.133892974,"DC Tract 76.04, block group 2","DC Tract 76.04, block 2011",,,,,,860afec5-8931-46fc-9b0f-1132e79384f9,,c6f2abd5-de2f-467b-baa8-89f4c6bf4889,3db2b486-6b0b-460b-9262-052e73155c53,,,,,29679.97241,26204.90839,,0.496649177,0.466984357,38.86083819,-76.9768033,149946,,,,,,Cluster 34,Cluster 35,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont","Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",NL001045,,,,,,,No,,0.187957816,0.23657441,1350 Jasper Place SE; 1352 Jasper Place SE; 1354 Jasper Place SE; others,149946,1944,Washington,1965,http://citizenatlas.dc.gov/mobilevideo/20041011/MB113122.jpg,Jasper29T,Jasper29T: 1350 Jasper Place SE; 1352 Jasper Place SE; 1354 Jasper Place SE; others,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85178941,-76.98193197&cbp=11,213.484189852833,,0,2.09",,98,98,99,100,,PSA 607,,8783,40634,Active,Yes,11/22/2040,11/22/2040,,1/1/2010,1/1/2010,5288080,2238210,7526290,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 7,Ward 7,402013.23,132558.2857,20020,ZIP 20020,,Cluster 34,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,572,-31899726,,1005,-31899447,,1379,-31899173,,ANC 6E,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 49.01,DC Tract 49.01,,,,,,,,,,,,,,,0.305241521,0.146156952,,0.105146652,0.165834378,,0.026247134,0.011793706,"DC Tract 49.01, block group 2","DC Tract 49.01, block 2005",,,,,,d28b6f8d-2358-4911-8735-8d19ce5e7709,,10bd8edf-2eb8-498e-8455-6aa1c7a1c05b,e6ccab8a-f086-47b0-8d92-941d9c5dc6ae,,,,,74992.87058,54049.26637,,0.736421852,0.64542383,38.90984179,-77.02328209,225971,,,,,,Cluster 07,Cluster 7,"Shaw, Logan Circle","Shaw, Logan Circle",NL001078,,,,,,,No,,0.106569689,0.088357169,801 P STREET NW,225971,,Washington,1947,http://citizenatlas.dc.gov/mobilevideo/20040926/QQ121621.jpg,801 P St New Hope Cooperative,801 P St New Hope Cooperative: 801 P STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90984179,-77.02328209&cbp=11,359.296396706504,,0,2.09",,78,78,16,16,,PSA 307,,,56407,Active,Yes,,,,,,461170,307440,768610,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 2,Ward 6,397980.7,137998.04,20001,ZIP 20001,,Cluster 07,,neighborhood_cluster,ward,Ward 2,stay,TRUE
TRUE,,-24455026,-131283925,,812,-30539980,,1080,-30539700,,ANC 7F,93,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 99.07,DC Tract 99.07,,,,,,,,,,,,,,,0.923005908,0.867653402,,0.044774742,0.04147863,,0.178175775,0.133892974,"DC Tract 99.07, block group 2","DC Tract 99.07, block 2006",,,,,,d126d077-f4f5-413a-89ba-0d94070002e2,,b264f1db-8f06-488f-b92f-9df312f94df9,3db2b486-6b0b-460b-9262-052e73155c53,,,,,23880.74478,26204.90839,,0.449132201,0.466984357,38.88294354,-76.93697235,156415,,,,,,Cluster 33,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",,NL001081,,,,,,,No,,0.294359306,0.23657441,4401 E STREET SE; 4403 E STREET SE; 4405 E STREET SE; others,156415,1945,Washington,1945,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Benning Heights Cooperative,Benning Heights Cooperative: 4401 E STREET SE; 4403 E STREET SE; 4405 E STREET SE; others,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88346165,-76.93722671&cbp=11,347.053893276838,,0,2.09",,280,280,312,312,,PSA 604,,8921,40634,Active,Yes,,,,1/1/1981,1/1/1981,6293230,4195510,10488740,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 7,Ward 7,405468.5688,135013.7558,20019,ZIP 20019,,Cluster 33,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,572,-31899726,,1005,-31899447,,1379,-31899173,,ANC 2F,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 52.03,DC Tract 52.01,,,,,,,,,,,,,,,0.305241521,0.146156952,,0.105146652,0.165834378,,0.026247134,0.011793706,"DC Tract 52.03, block group 1","DC Tract 52.03, block 1000",,,,,,2ec94ce1-1ff2-48bb-9cd1-528fa1c353bd,,10bd8edf-2eb8-498e-8455-6aa1c7a1c05b,e6ccab8a-f086-47b0-8d92-941d9c5dc6ae,,,,,74992.87058,54049.26637,,0.736421852,0.64542383,38.90753743,-77.03275298,218263,,,,8/10/2015,,Cluster 07,Cluster 7,"Shaw, Logan Circle","Shaw, Logan Circle",NL001066,,,,,,,No,,0.106569689,0.088357169,1417 N STREET NW,218263,1938,Washington,1960,http://citizenatlas.dc.gov/mobilevideo/20040908/Q8075356.jpg,1417 N St NW Cooperative / The Norwood,1417 N St NW Cooperative / The Norwood: 1417 N STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90753743,-77.03275298&cbp=11,7.76549603128367,,0,2.09",,84,84,81,81,,PSA 208,,,56407,Active,Yes,,,,1/1/2011,1/1/2011,5045710,3363800,8409510,1,prescat_project,27JAN20:10:39:44,,,,,,,Ward 2,Ward 2,397159.18,137742.49,20005,ZIP 20005,,Cluster 07,,neighborhood_cluster,ward,Ward 2,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,,ANC 1A,1,,,,,,,,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 28.01,DC Tract 28.01,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 28.01, block group 1","DC Tract 28.01, block 1003",,,,,,0349a9ca-e934-475f-939d-6cdb3e386ce9,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.93301307,-77.03492768,234584,,,,,,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL001112,,,,,,,No,,0.132064913,0.10259106,1489 NEWTON STREET NW,234584,1910,Washington,1910,http://citizenatlas.dc.gov/mobilevideo/20040816/DG124539.jpg,Newton Street Cooperative,Newton Street Cooperative: 1489 NEWTON STREET NW,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93301307,-77.03492768&cbp=11,37.069441048927,,0,2.09",,24,24,24,24,,PSA 408,,,47990,Active,Yes,,,,1/1/1990,1/1/1990,1682860,1121910,2804770,0,prescat_project,27JAN20:10:39:44,,,,,,,Ward 1,Ward 1,396971.64,140570.57,20010,ZIP 20010,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
